Bill,Fir Start Date,Bill Date,Accounting Date,Due Date,Total,Total Currency,Outstanding,Outstanding Currency,Country,Operator,Operator Ref ID,Call Sign,Aircraft Registration,Origin ICAO Code,Origin IATA Code,Destination ICAO Code,Destination IATA Code,Aircraft Manufacturer,Aircraft Model,Aircraft Model ICAO Code,Aircraft Model MTOW (kg),Fir Started,Fir Ended,Duration,Flight ID,Flight Segment ID,Flight Segment Observed Point Count,Flight Segment Point Count,Flight Segment Duration Seconds,Flight Duration Seconds,Flight Length Km,Flight Path Observed Point Count,Flight Path Point Count,Manually Updated,Flight Takeoff,Flight Landing,Departure Scheduled Utc,Arrival Scheduled Utc
DLPDTMVPWZ,2024-07-13 06:52:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1260,A6FPC,HTZA,ZNZ,OMDB,DXB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-13 @ 06:52 UTC,2024-07-13 @ 09:08 UTC,02:16:00,33cc03ca-34b5-406d-916c-61f3ea639439,a270315d-2eec-435a-88e3-de74d30234de,38,38,8160,18420,4101.87,110,110,false,2024-07-13 05:52:00 UTC,2024-07-13 10:59:00 UTC,2024-07-13 05:00:00 UTC,2024-07-13 10:45:00 UTC
LAZF9EFNQQ,2024-07-13 07:52:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH376,ETAPF,HAAB,ADD,HCMM,MGQ,BOEING,BOEING 737-800,B738,70530.0,2024-07-13 @ 07:52 UTC,2024-07-13 @ 08:20 UTC,00:28:00,3a0a91f8-a195-4620-a408-2b038722bdaa,5f563bcd-908d-4ac0-ad15-a2a3b6b36171,34,34,1680,5940,1187.85,40,40,false,2024-07-13 06:41:00 UTC,2024-07-13 08:20:00 UTC,2024-07-13 05:55:00 UTC,2024-07-13 08:05:00 UTC
E79ZNCUDEP,2024-07-14 06:54:00 UTC,,,,245.00,USD,245.00,USD,Somalia,CONSTANTA,H3PCX4XKPM,UNO691P,URUZG,,,HCMM,MGQ,ANTONOV,ANTONOV An-26,AN26,24000.0,2024-07-14 @ 06:54 UTC,2024-07-14 @ 07:14 UTC,00:20:00,6211e377-02f3-48f7-b2e1-2609e621c423,e4a12db1-0c3c-4d58-96f3-05e29a535bb9,23,23,1200,1260,115.25,19,19,false,2024-07-14 06:54:00 UTC,2024-07-14 07:15:00 UTC,,
AU3DL2QPZ4,2024-07-14 08:52:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR74K,A7ALM,OTHH,DOH,FAOR,JNB,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-14 @ 08:52 UTC,2024-07-14 @ 10:57 UTC,02:05:00,bb7787f2-8693-4801-ae8c-eeb5db01b7f8,c777ec9c-6ef5-4435-905f-4423277d0ea1,35,35,7500,27420,6817.27,192,192,false,2024-07-14 07:03:00 UTC,2024-07-14 14:40:00 UTC,,
4PJ97QPMNM,2024-07-12 15:52:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH640,ETAUO,HAAB,ADD,VABB,BOM,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-07-12 @ 15:52 UTC,2024-07-12 @ 17:45 UTC,01:53:00,cba524f6-8627-4690-a8f8-4750cb3d23cd,bd2bcf27-81b0-43ea-8c8b-6ca87012a38d,4,4,6780,18960,3960.99,64,64,false,2024-07-12 15:36:00 UTC,2024-07-12 20:52:00 UTC,2024-07-12 15:20:00 UTC,2024-07-12 20:35:00 UTC
YJME929AH9,2024-07-13 15:29:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH379,ETAPL,HAAB,ADD,HAAB,ADD,BOEING,BOEING 737-800,B738,70530.0,2024-07-13 @ 15:29 UTC,2024-07-13 @ 15:29 UTC,00:00:00,6330d950-f85a-42f7-a7f3-4f889ee0aefa,a7f844b1-7630-4a2d-96e7-854beb395b93,10,11,0,10620,2307.75,46,47,false,2024-07-13 14:04:00 UTC,2024-07-13 17:01:00 UTC,2024-07-13 15:00:00 UTC,2024-07-13 17:00:00 UTC
7PZ4MLET2L,2024-07-12 08:06:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE719,A6ENQ,OMDB,DXB,HKJK,NBO,BOEING,BOEING 777-300,B773,299370.0,2024-07-12 @ 08:06 UTC,2024-07-12 @ 10:59 UTC,02:53:00,32ed16de-2a56-4dc6-9175-4f00aa6463ec,fb0de2c8-de4f-4222-91d1-a42f68acbc6c,4,4,10380,16320,3848.62,80,80,false,2024-07-12 07:04:00 UTC,2024-07-12 11:36:00 UTC,2024-07-12 06:30:00 UTC,2024-07-12 11:30:00 UTC
999KET4K22,2024-07-12 07:51:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE725,A6EPO,OMDB,DXB,HTDA,DAR,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-12 @ 07:51 UTC,2024-07-12 @ 09:50 UTC,01:59:00,bc4dcbf2-8f0a-40a6-8272-c7c085c485f3,eff69cb7-7594-45da-b8b9-fd0a5960566b,31,31,7140,16920,4129.18,93,93,false,2024-07-12 06:20:00 UTC,2024-07-12 11:02:00 UTC,2024-07-12 05:30:00 UTC,2024-07-12 10:55:00 UTC
PF3YUCJJZF,2024-07-12 23:33:00 UTC,,,,395.00,USD,395.00,USD,Somalia,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),MX37XUPJXH,THY31L,TCLNG,FIMP,MRU,LTFM,IST,AIRBUS,AIRBUS A-330-300,A333,230000.0,2024-07-12 @ 23:33 UTC,2024-07-12 @ 23:33 UTC,00:00:00,364caa0d-69c3-40b0-87ec-2054e06c95ec,fda788e8-8249-411e-81f8-37364acf1d97,1,2,0,5880,7630.46,92,93,false,2024-07-12 23:33:00 UTC,2024-07-13 01:11:00 UTC,2024-07-12 16:05:00 UTC,2024-07-13 02:10:00 UTC
Y9Z9F3D92W,2024-07-14 04:27:00 UTC,,,,345.00,USD,345.00,USD,Somalia,Fanjet Express,DPFZQUVN42,DMQ301,5YFQB,HKJK,NBO,HCMM,MGQ,BOEING,BOEING 737-400,B734,62820.0,2024-07-14 @ 04:27 UTC,2024-07-14 @ 05:37 UTC,01:10:00,afeda4ad-dfa3-4da4-abc3-657d7c01941d,95d29120-5cc9-4e3b-a31d-ab98977ad494,18,18,4200,5460,1034.29,36,36,false,2024-07-14 04:08:00 UTC,2024-07-14 05:39:00 UTC,,
UYUTZPN9VC,2024-07-12 19:59:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR671,FGZNL,LFPO,ORY,LFPO,ORY,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-12 @ 19:59 UTC,2024-07-12 @ 21:33 UTC,01:34:00,d1c55a3e-0a66-4932-8818-31bc1ef75567,19215e6f-9517-4d8e-8df4-b494ea3bb2b0,31,31,5640,38820,9650.16,296,297,false,2024-07-12 17:31:00 UTC,2024-07-13 04:18:00 UTC,2024-07-12 17:00:00 UTC,2024-07-13 04:30:00 UTC
XPDU7QK29E,2024-07-12 17:44:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR22G,A7BBH,FSIA,SEZ,OTHH,DOH,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-07-12 @ 17:44 UTC,2024-07-12 @ 17:44 UTC,00:00:00,d4f8eff6-1e10-455f-b493-4d8b73c811c4,aeaa66e6-70bb-4438-95c4-21f3434efce4,2,2,0,16200,3683.12,78,78,false,2024-07-12 15:17:00 UTC,2024-07-12 19:47:00 UTC,2024-07-12 15:30:00 UTC,2024-07-12 20:15:00 UTC
KHMWTZ3NKK,2024-07-14 00:48:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH687,ETATG,VIDP,DEL,HAAB,ADD,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-07-14 @ 00:48 UTC,2024-07-14 @ 02:34 UTC,01:46:00,fc0a3322-560a-4679-9526-d790a539900d,fea7714c-04b2-4c79-a552-fb084b93afc5,4,4,6360,19740,4957.36,120,120,false,2024-07-13 21:17:00 UTC,2024-07-14 02:46:00 UTC,2024-07-13 21:00:00 UTC,2024-07-14 03:30:00 UTC
KMAQK9KUEE,2024-07-14 01:43:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR473,FHTYS,FIMP,MRU,LFPG,CDG,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-14 @ 01:43 UTC,2024-07-14 @ 03:07 UTC,01:24:00,523e0041-d8b7-4a81-ad59-44a31f21c81f,a2090efe-e135-4982-bb3d-d90bc348963a,30,30,5040,37920,9696.19,277,278,false,2024-07-13 23:32:00 UTC,2024-07-14 10:04:00 UTC,2024-07-13 21:55:00 UTC,2024-07-14 17:10:00 UTC
PAJDMUYNKP,2024-07-13 02:28:00 UTC,,,,345.00,USD,345.00,USD,Somalia,RWANDAIR LTD.,N4A7KUJN39,RWD304,9XRWY,HRYR,KGL,OMDB,DXB,BOEING,BOEING 737-800,B738,70530.0,2024-07-13 @ 02:28 UTC,2024-07-13 @ 02:28 UTC,00:00:00,6bbe7302-a18c-43a0-af58-676d914739eb,2c2c9022-562b-4f92-b5eb-c1d82807342f,2,2,0,19320,4468.29,106,107,false,2024-07-12 23:04:00 UTC,2024-07-13 04:26:00 UTC,2024-07-12 22:30:00 UTC,2024-07-13 04:30:00 UTC
3NJDZEP933,2024-07-14 01:28:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH607,ETASL,ZGGG,CAN,HAAB,ADD,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-14 @ 01:28 UTC,2024-07-14 @ 01:28 UTC,00:00:00,dea29a5b-1e70-417e-9197-82cb0e30b4dd,1a307e63-e9df-4261-8d58-5c7f39e43360,4,4,0,32340,8451.83,288,288,false,2024-07-13 16:51:00 UTC,2024-07-14 01:50:00 UTC,2024-07-13 16:30:00 UTC,2024-07-14 02:55:00 UTC
7NXJLADZXY,2024-07-13 14:03:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB647,A6FGC,OMDB,DXB,HAAB,ADD,BOEING,BOEING 737-800,B738,70530.0,2024-07-13 @ 14:03 UTC,2024-07-13 @ 14:03 UTC,00:00:00,1de9adaa-c63f-4cad-8383-d45459ffbbf2,bf91254b-28f2-43e0-a60f-ffac19cdbc52,3,4,0,5940,3007.12,60,61,false,2024-07-13 12:24:00 UTC,2024-07-13 14:03:00 UTC,2024-07-13 11:40:00 UTC,2024-07-13 16:05:00 UTC
9V7J9APLVK,2024-07-14 14:01:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE726,A6ECF,HTDA,DAR,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-14 @ 14:01 UTC,2024-07-14 @ 16:13 UTC,02:12:00,0dd31268-8aaa-469d-b3d1-8719d5b7f9c2,cabeddd1-0d6b-4e17-9c3a-7980d92eed5a,35,35,7920,18540,4234.79,114,114,false,2024-07-14 13:03:00 UTC,2024-07-14 18:12:00 UTC,2024-07-14 12:25:00 UTC,2024-07-14 17:50:00 UTC
A29FPHHQAK,2024-07-12 17:17:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR934,FHTYK,LFPG,CDG,FMMI,TNR,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-12 @ 17:17 UTC,2024-07-12 @ 17:47 UTC,00:30:00,af5c9924-1979-4fdf-92b4-32e67c2120ef,7813dde4-492b-4813-b6db-125bbaedb06a,32,32,1800,37140,9216.28,252,252,false,2024-07-12 09:48:00 UTC,2024-07-12 20:07:00 UTC,2024-07-12 08:10:00 UTC,2024-07-12 18:50:00 UTC
WQFXD2JP93,2024-07-11 22:02:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR10R,A7ALE,FAOR,JNB,OTHH,DOH,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-11 @ 22:02 UTC,2024-07-12 @ 00:13 UTC,02:11:00,59276c2d-5e26-430e-957e-b5b16ab144b7,67174134-004f-4e63-a3ed-821ee133e89a,39,39,7860,28680,6820.05,207,207,false,2024-07-11 18:22:00 UTC,2024-07-12 02:20:00 UTC,2024-07-11 18:15:00 UTC,2024-07-12 02:35:00 UTC
94DVV3PPFJ,2024-07-12 00:38:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1375,A7BCC,OTHH,DOH,FQMA,MPM,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-07-12 @ 00:38 UTC,2024-07-12 @ 02:47 UTC,02:09:00,a6774e49-6d6d-457f-9009-3c12a276d5d2,66522a34-3c99-43cd-8f94-01d57015294e,34,34,7740,26400,6634.28,235,235,false,2024-07-11 22:45:00 UTC,2024-07-12 06:05:00 UTC,2024-07-11 22:05:00 UTC,2024-07-12 06:05:00 UTC
DT4PCNEV7A,2024-07-16 19:06:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQ204,5YCYE,,,,,BOEING,BOEING 737-800,B738,70530.0,2024-07-16 @ 19:06 UTC,2024-07-16 @ 21:51 UTC,02:45:00,1ebd8e3d-580b-4096-bd61-30c44de4beac,482df73d-a05e-4ee3-ba5e-fd8196771fb1,4,4,9900,22680,4721.0,55,55,false,2024-07-16 18:41:00 UTC,2024-07-17 00:59:00 UTC,,
VA4PPVTEJA,2024-07-14 01:31:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR MAURITIUS LIMITED,E9VVF7HATN,MAU42,3BNBP,FIMP,MRU,EGKK,LGW,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-14 @ 01:31 UTC,2024-07-14 @ 01:31 UTC,00:00:00,58d5e075-f2be-48e9-8d38-986d06b45cd3,b727447a-4352-44c6-b5fc-bfb2512cd3e2,1,2,0,14520,9865.21,223,224,false,2024-07-14 01:31:00 UTC,2024-07-14 05:33:00 UTC,2024-07-13 17:20:00 UTC,2024-07-14 05:55:00 UTC
P4EYFE7N7H,2024-07-13 22:36:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1685,A6FMN,OMDB,DXB,HTZA,ZNZ,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-13 @ 22:36 UTC,2024-07-14 @ 00:56 UTC,02:20:00,14c87905-6c39-4940-936b-b7be6d314b44,7c8a462f-649e-43b4-be9f-98c8820854ce,34,34,8400,17340,4089.62,84,85,false,2024-07-13 20:58:00 UTC,2024-07-14 01:47:00 UTC,2024-07-13 20:30:00 UTC,2024-07-14 02:00:00 UTC
3P7XPNXVWF,2024-07-14 14:46:00 UTC,,,,345.00,USD,345.00,USD,Somalia,OMAN AIR,PWYJYKMFN9,OMA706,A4OMF,HTDA,DAR,OOMS,MCT,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-14 @ 14:46 UTC,2024-07-14 @ 17:03 UTC,02:17:00,914e805d-6a39-4d8a-a8c6-88d94a05b9c3,94e6a456-ddb4-4290-a3f1-110a21d9fb4f,39,39,8220,18960,4077.67,105,105,false,2024-07-14 13:43:00 UTC,2024-07-14 18:59:00 UTC,2024-07-14 13:15:00 UTC,2024-07-14 18:50:00 UTC
XU77VFDLWE,2024-07-13 13:37:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE726,A6EGI,HTDA,DAR,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-13 @ 13:37 UTC,2024-07-13 @ 15:49 UTC,02:12:00,28dabf5b-a473-4528-ac53-fd21c3c27600,e9cd1a67-ff8e-41fb-9bba-0f86fd0c734f,37,37,7920,18300,4240.65,116,116,false,2024-07-13 12:39:00 UTC,2024-07-13 17:44:00 UTC,2024-07-13 12:25:00 UTC,2024-07-13 17:50:00 UTC
9MPAPAL39Z,2024-07-12 08:06:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE7X,A6EOP,OMDB,DXB,FIMP,MRU,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-07-12 @ 08:06 UTC,2024-07-12 @ 10:20 UTC,02:14:00,c4fe1f35-7645-4705-828d-073122c8f643,e377177a-bf24-4bff-8d4a-38b779454a75,2,2,8040,21720,5155.59,114,114,false,2024-07-12 06:55:00 UTC,2024-07-12 12:57:00 UTC,,
MTMYEVHDCX,2024-07-13 14:25:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE262,A6EUV,SBGR,GRU,OMDB,DXB,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-07-13 @ 14:25 UTC,2024-07-13 @ 16:56 UTC,02:31:00,f0f163e5-034a-4b73-8386-053af3b2012c,e944ab44-95e5-46ba-8620-0811466ebba3,4,4,9060,52620,13668.17,229,229,false,2024-07-13 04:13:00 UTC,2024-07-13 18:50:00 UTC,2024-07-13 04:05:00 UTC,2024-07-13 18:55:00 UTC
LDDWVVNPVF,2024-07-14 02:02:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR3W,A7BBF,OTHH,DOH,FSIA,SEZ,BOEING,BOEING 777-200F,B77L,347500.0,2024-07-14 @ 02:02 UTC,2024-07-14 @ 02:02 UTC,00:00:00,5dc61e1e-8fd3-46e3-b823-b7849c500751,9763abed-dcdb-4607-a99e-3739a9dd2167,2,2,0,15360,3603.16,90,90,false,2024-07-14 00:04:00 UTC,2024-07-14 04:20:00 UTC,2024-07-13 23:45:00 UTC,2024-07-14 04:30:00 UTC
A2YNZPF39X,2024-07-14 02:45:00 UTC,,,,275.00,USD,275.00,USD,Somalia,Nomad Aviation AG,JM3EAPKR3F,NUM601,T7BGD,LFSB,BSL,HCMM,MGQ,GULFSTREAM AEROSPACE,GULFSTREAM AEROSPACE G-5SP Eitam Gulfstream G-5SP,GLF5,41136.0,2024-07-14 @ 02:45 UTC,2024-07-14 @ 03:56 UTC,01:11:00,3e0f70d6-110f-460c-8dd8-a566b89c6b61,ee23380f-6b9f-4d7d-8e07-b759d68d46f1,26,26,4260,28740,6509.44,198,198,false,2024-07-13 19:58:00 UTC,2024-07-14 03:57:00 UTC,2024-07-13 19:45:00 UTC,
PUAAX33QZK,2024-07-13 19:21:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA306,5YCYD,HKJK,NBO,OMDB,DXB,BOEING,BOEING 737-800,B738,70530.0,2024-07-13 @ 19:21 UTC,2024-07-13 @ 22:03 UTC,02:42:00,0c962fbe-5c54-4a8c-bcda-08030f9f285e,74ebf115-5949-403d-a0a8-0961547b46f2,4,4,9720,25740,4164.22,89,89,false,2024-07-13 16:43:00 UTC,2024-07-13 23:52:00 UTC,2024-07-13 16:45:00 UTC,2024-07-13 17:45:00 UTC
MPKCY3PNWW,2024-07-13 13:37:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE721,A6EGS,OMDB,DXB,HKJK,NBO,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-13 @ 13:37 UTC,2024-07-13 @ 15:49 UTC,02:12:00,c39a4e38-e11f-4b62-9f50-475144793962,0fb861e1-8d33-443f-9e96-5424d99e50ad,4,4,7920,16200,3903.09,103,103,false,2024-07-13 12:04:00 UTC,2024-07-13 16:34:00 UTC,2024-07-13 11:55:00 UTC,2024-07-13 17:00:00 UTC
FKE37PQXD4,2024-07-13 23:32:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE794,A6ECH,FNLU,LAD,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-13 @ 23:32 UTC,2024-07-13 @ 23:32 UTC,00:00:00,e67eaf61-7554-48ce-8452-b6c02ce6612b,833151de-6d7c-4cd0-baf2-d6b9fccff90c,2,2,0,27660,6554.93,108,108,false,2024-07-13 17:39:00 UTC,2024-07-14 01:20:00 UTC,2024-07-13 17:25:00 UTC,2024-07-14 01:10:00 UTC
YUZYA797F7,2024-07-14 01:25:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA203,5YCYC,VABB,BOM,HKJK,NBO,BOEING,BOEING 737-800,B738,70530.0,2024-07-14 @ 01:25 UTC,2024-07-14 @ 03:36 UTC,02:11:00,7c32287f-2051-480d-8df7-a910a2418be4,478429ae-7357-4fe3-a6bc-567d702ded19,4,4,7860,20220,4679.51,99,99,false,2024-07-13 22:49:00 UTC,2024-07-14 04:26:00 UTC,2024-07-13 21:10:00 UTC,2024-07-14 03:25:00 UTC
ULEQ2AV2AC,2024-07-13 22:31:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE9YT,A6EUO,FIMP,MRU,OMDB,DXB,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-07-13 @ 22:31 UTC,2024-07-13 @ 22:31 UTC,00:00:00,6eb48e4d-e6f5-477b-bedd-98823b03a975,67db883d-e716-4ca0-977b-6cd200ec9eef,2,2,0,22020,5215.99,95,95,false,2024-07-13 18:11:00 UTC,2024-07-14 00:18:00 UTC,2024-07-13 17:50:00 UTC,2024-07-14 00:25:00 UTC
9AWPVFMH29,2024-07-13 08:08:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR74K,A7ALK,OTHH,DOH,FAOR,JNB,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-13 @ 08:08 UTC,2024-07-13 @ 10:03 UTC,01:55:00,500ffc37-fd4b-49f1-bd30-0f295d525f1d,2032af40-165e-45a8-a720-24c66823f424,30,30,6900,28500,6890.8,237,237,false,2024-07-13 06:12:00 UTC,2024-07-13 14:07:00 UTC,,
KQQNDN3CV3,2024-07-13 06:29:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH853,ETAUO,VABB,BOM,FMMI,TNR,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-07-13 @ 06:29 UTC,2024-07-13 @ 06:29 UTC,00:00:00,665e3dd9-9266-47cd-a482-b4a542b59811,3614f63d-482e-40da-a02d-ce8b85a74092,1,2,0,14580,7167.6,24,25,false,2024-07-13 06:29:00 UTC,2024-07-13 10:32:00 UTC,2024-07-13 05:50:00 UTC,2024-07-13 10:40:00 UTC
VLADPKHT7M,2024-07-13 21:55:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH610,ETANQ,HAAB,ADD,VABB,BOM,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-07-13 @ 21:55 UTC,2024-07-13 @ 23:52 UTC,01:57:00,42e7f99b-9910-48fd-82f4-1e7d62d705de,0ecb50f5-9e57-4981-8353-a229b0ffa3e5,4,4,7020,19020,4083.51,73,73,false,2024-07-13 21:48:00 UTC,2024-07-14 03:05:00 UTC,2024-07-13 21:20:00 UTC,2024-07-14 03:00:00 UTC
4D24FFTEF7,2024-07-14 01:31:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR MAURITIUS LIMITED,E9VVF7HATN,MAU6,3BNBQ,LFPO,ORY,FIMP,MRU,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-14 @ 01:31 UTC,2024-07-14 @ 01:58 UTC,00:27:00,4cc0b86c-a356-4928-b62d-9914349da190,e3ee79f8-75e1-4d80-8b91-0f1e1905e05d,29,29,1620,38280,9512.28,222,223,false,2024-07-13 18:32:00 UTC,2024-07-14 05:10:00 UTC,,
KUEAMKKU9T,2024-07-14 14:36:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE4P,A6EGJ,HKJK,NBO,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-14 @ 14:36 UTC,2024-07-14 @ 17:06 UTC,02:30:00,a3493748-ef1b-4bbf-b6b7-76f59414af97,97472622-ce84-47aa-b7d1-bf7ff6e6134e,4,4,9000,18060,3998.31,99,99,false,2024-07-14 14:17:00 UTC,2024-07-14 19:18:00 UTC,2024-07-14 13:35:00 UTC,2024-07-14 18:40:00 UTC
VFDAM4JPCL,2024-07-14 18:19:00 UTC,,,,345.00,USD,345.00,USD,Somalia,AIR TANZANIA,EEPNT9RVR3,ATC404,5HTCQ,HTDA,DAR,OMDB,DXB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-14 @ 18:19 UTC,2024-07-14 @ 21:08 UTC,02:49:00,e0d24ebc-4ffb-4154-b053-cd8c643f400e,000c9d46-810a-4cf1-ba1f-135e535c72ca,42,42,10140,18900,4188.43,97,97,false,2024-07-14 17:12:00 UTC,2024-07-14 22:27:00 UTC,2024-07-14 17:00:00 UTC,2024-07-14 22:30:00 UTC
EPQCUP3FMP,2024-07-13 19:36:00 UTC,,,,395.00,USD,395.00,USD,Somalia,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),MX37XUPJXH,THY81K,TCJNZ,FIMP,MRU,LTFM,IST,AIRBUS,AIRBUS A-330-300,A333,230000.0,2024-07-13 @ 19:36 UTC,2024-07-13 @ 20:52 UTC,01:16:00,a4886ef6-25f0-45d6-9f33-0d22305ca1a9,998a9a71-644e-418a-b223-381aedfe9f79,11,11,4560,32340,7891.61,209,209,false,2024-07-13 16:22:00 UTC,2024-07-14 01:21:00 UTC,2024-07-13 16:05:00 UTC,2024-07-14 02:10:00 UTC
LEQVKXDQXC,2024-07-13 15:44:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1336,A7BBA,HKJK,NBO,OTHH,DOH,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-07-13 @ 15:44 UTC,2024-07-13 @ 18:22 UTC,02:38:00,b1a5a29e-551a-49a1-b049-44e8be502c20,b9a07f47-a415-4ab7-8ff1-57e1e927f970,4,4,9480,17640,4083.97,70,70,false,2024-07-13 15:24:00 UTC,2024-07-13 20:18:00 UTC,2024-07-13 15:10:00 UTC,2024-07-13 20:40:00 UTC
JH77LPHCPW,2024-07-14 14:03:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE721,A6ECX,OMDB,DXB,HKJK,NBO,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-14 @ 14:03 UTC,2024-07-14 @ 16:13 UTC,02:10:00,eb433039-cd2a-4697-8008-536fa0eb1498,507944d0-7fff-4092-9bae-b03117a53809,4,4,7800,16320,3881.1,102,102,false,2024-07-14 12:29:00 UTC,2024-07-14 17:01:00 UTC,2024-07-14 11:55:00 UTC,2024-07-14 17:00:00 UTC
